text,label
"tersi düşünülebilir 5816 sayılı yasa olmasa bir adım ileri gitmez, yatar kalkar atar tutardık. 5816 bizi asli görevimize döndürmüşte olabilir. kabre girmiş bir insanın sorgusu allaha aittir.",0
bence bugün en az 1 sponsor ve 1 transfer açıklanabilir transferi başkan açıklama yapmadan açıklanır sponsoru da başkan açıklar,0
görmek isteyenler icin yeterince ışıkistemeyenler icin yeterince karanlık vardırblaise,0
"3-ı. dünya savaşının galipleri olan ingiltere ve fransa tarafından ortadoğu coğrafyasının cetvelle devlet sınırlarına bölünmesi anlaşmasıdır. ülkeleri, toplumları, aşiretleri, kabileleri hatta köy ve şehirleri bile ortasından bölmüştür. sınırın iki yakasında kalan çok sayıda aile",0
keşke böyle embesil insanlar hep beni bulmasa,1
bosuna yorulma gonul sadece sevmek yetmiyor,0
2.00+ hunk 1.85-2.00 adam 1.70-1.85 erkek 160-1.70 oğlan -1.60 çocuk,0
babamın canını alın yaz kış yorganını almayın üşücem diye korkuyor heralde fırıncı psikolojisi,0
askerlik süresi uzar ya da kısalabilir ne demek? ben gitmiyorum kardeşim yüksek lisansla ertelemeye devam. nasıl olsa 2-3 seneye doğru düzgün bir bedelli çıkar.,0
ah bu kağıtların sıkı okunma ihtimali yok olsun ümit hoca nin derste flütle ile bizim sinifa mırıldandığı şarkı sanırım. hatirlamiyorum. uydurmuş da olabilirim. bilmiyorum.,0
ben hiç bilmiyorum valla. sanırım basketbol oynaması için gerekli olan araba ise farklı olabilir fiyat,0
"en iyi arkadaşlar birlikte sacmalar, wig1k7qbxm",0
bugün tatilde olan kimse yok sanırım hiç tatil fotosu düşmemiş,0
hazır olarak ithal edilen uygulamalı bilim mi yoksa temel bilim verilerinden hareketle bilim üretmek mi?,0
hic kimsenin hatasını yuzune vurmayınız o hatayı işleyene hatasını başka birini misal göstererek anlatınız,0
gidince dönüşler.iptal ey iman etmeyenler tadın o inkar ettiğiniz acıklı azabı gibi şiddetli azap olacağını anlatan ayetler var 1400yildir hükmü dünya üzerinde geçerli bir dini inkar ederseniz dusunmezmisiniz diyor oku oku biraz oku,1
eşime hep sadık kaldım ve inşallah öyle ölecem.....,0
sanki bizim evde hizmetçi katya çalışıyor,0
"24.07.2018 tarihli ""mesut özil"" gazete manşetlerini sizler için topladık. almanya tarihin en geniş kapsamlı 'entegrasyon' konusu tartışılıyor. peki avusturya`da durum nedir? görüşlerinizi rica ediyoruz.",0
siz erkekler yok mu hep haklısınız zaten kesinlikle,0
seninle alakası yok ben yanmayan çakmağada böyle ısrarcıyım.,0
nasıl bu kadar kör olabiliyorlar illa 20 gol mü atması lazım takıma hem hücumda hem savunmada müthiş katkı veriyor futbol bunlar için sadece gol atmaktan geçiyor,1
mesut özil'in annesi gülizar özil: herkese teşekkür ediyorum. oğlumun arkasındayım. kararına da saygı duyuyorum. destek veren herkese de teşekkür ediyorum.,0
benle mi? ben kindee değilim mutluluk hiç değilim,0
bide alırken utanıyo insan da. artık eczaneye girip herzamankinden diyince veriyolar kskfkakvlsk,0
güzel bir şey aslında öyle adım olmasını isterdim,0
valla milli mucadele doneminde gazinin ordusundan jacarken turk koylerini yıkıp insanları kılıcdan gecirdikleri icin onları pek sevmem ama bu vahsete de dur demek kazım,0
yasamak cok nadir rastlanan bir seydircogu insan sadece var olur,0
sen kendini biliyorsanbil ki kendini bilmezlerin söyledikleri anlamsızdır unutma gereksiz eleştiri sadece gizli hayranlıktır,0
kesinlikle katılıyorum size önce insan olmak lazım,0
herkese is verilmez. vatan teslim edilmez :)),0
"çok şükürrr ince gelince korku dağları saracak ,bak bakalım genel başkanla ,gençler çalışmaya hazır olun",0
aynen öyle adamlık kışladan gecer o kapıdan girmeyen orasının havasını içine çekmeyen bence adam olamaz..,1
adnan oktar lehine kim mesaj atıyorsa onlarda tutuklanmalı. organize bir şekilde twit atıyorlar,1
"gözlerin geldi aklıma yine,doldu gözlerim",0
gerçekten yazdığımızı inanıyormusunuz? neyse ki yazdığınız gibi düşünmeyen milyonlar ingilizce bilmiyor. bu da bi sans...,0
""" yarın öldüğümüz zaman biri bize sorsa: ' dünyada neler gördünüz? ' dese herhalde cevap bulamayız. koşmaktan görmeye vaktimiz olmuyor ki..."" sabahattin ali - değirmen",0
gizli evliler lutfen bekliyorum resimler teyitlidir ve teyitli atılır deyişik yapalım yaaa,1
teyzem degil cocuk yuvasina geldim sanki xndjdj,0
yazik vallahı yazık bu borc nasıl kapatılcak hic bi girdimiz olmuyor kulupe gencligimizin amina koymus aziz,1
orospu cocugu admin senin de anani sikerim unf itoğluit,1
2-3 sene içinde şampiyonluk ve şampiyonlar ligi geldi geldi gelmedi değil ali koç sittin sene kimse kurtaramaz bizi gibi geliyor.,1
"yavrum, baban kimdir bilmoyorum;sağsa allah ömür versin,göçtü ise rahmet eylesin.ona sitemim var;seni te'dipte cimri davranmış.yahu sen, hadi kuldan utanmıyorsun, allah'tan da mı korkmuyorsun.ınsanlara rast gele iftira atıyorsun.seni de a.oktar mi ytiştirdi.",1
"çok şey diyecektin, bir anlamı kalmadığını fark edip sustun. koşmak istedin, beklenilmediğini hatırladın, geri döndün. kimse bilmedi.",0
lan benim hiç uykum yok,0
onlar araplardan daha kardeş bize,1
ispanya girona takımına gidiyor. bedelli yapar yine. bunlar parasını öder askerlik yapmazlar.,1
"az önce az kalsın personam düşüp gölgem çıkıyordu, korkarım böyle şeylerden",0
bugün güzel hiçbir şey olmadı resmen boşa yaşadım,0
tek başına özgür yaşam hık yok fık yok lık yok hiç bir şey yok kendin varsın kendim varım işte devam,0
deli gibi yalın dinliyorum. dinlemediğim hiç şarkısı kalmadığında vazgeçerim sanmıştım. sen harika bir adamsın,0
"iyi okursan rahmet dilemişim, orta doğuda varil bombalarıyla adı konmamış bebekler ölüyor onlara sesi çıkan yok duyar kasmaya gelince üstünüze yok.",1
chiyori de favlarimdan bu performansta hepsi super ozellikle hyuna,0
"nerede bir can ölse, oralı olur yüreğim. olmalı zaten. olmazsa insan olmaz yüreğim. ahmed arif başkasının felaketine sevinmek,insanlığın felaketine zemin oluşturur..",0
halik bilmezse malik bilir ıyilik yap denize at bu sözlerimiz boşa değil elbette bazen binlerce uyuyanı uyandırmak için tek bir uyanık yeter bizim uzattığımız ele akrep koyanları kınayacak insanları çoğaltmalıyız insan gönlünü ele geciren devletini ele geçirir,0
sn vekilim 21 günlük eğitim şartınin kaldırılmasında bize destek vereceginizi umuyor ve size (guvenıyoruz) allahın izniyle mahcup olmak istemiyoruz.,0
kötüysem düşkünsem kime ne bundan,0
bu tagı açıp tivit atanlar okuyanlar tıpkı benim gibi boş beleş ve ağır işsizdir aksini iddaa eden ise kesinlikle haklıdır.,0
"üzerine rakı içerim, mazi olursun.",0
"“kim, kendisine doğru yol apaçık belli olduktan sonra peygamber’e karşı çıkar, mü’minlerin yolundan başkasına uyarsa, biz, onu döndüğü yola çevirir ve (neticede) cehenneme sokarız. orası varılacak ne kötü bir yerdir.” (nisa, 4/115)",1
"hepsi hepsi ettiğin hakareti iade ettim. ne de güzel hopladın öyle seni korkak tek hücreli canlı. neden isminle cisminle mesleğinle benim gibi korkusuzca yazamıyorsun da saklanıyorsun. bunu biraz düşün. gerçi tek bir hücren var, onunla da bir de düşünecek misin? boşver..",1
edisaşkım sen neler yapıyorsun böylee,0
böyle bir diziyi nasıl yarı yolda bırakırsın git çabuk devam izle,0
"“biz,allah’tan başka sahibi olmayanlarız. kimseye eyvallah etmeyen,kimseye biat etmeyen, bütün dogmalara, tabulara saldıran,kimsenin bir yerlere oturmadığı bir garip kuşağız. bizi sadece bizden olanlar anlar...” //ali şeriati//",0
10 12 diyenler hamsinin yanında süt icmistir,0
allah kimseyi sizin umudunuza bırakmasın çok korkunçsunuz,1
keşke bugün perşembe olsaydı game of thrones u böyle beklemedim <3 s1f1r b1r <3,0
hahaha çok iyiydi bu.evet boş yere delirmedik.ulrem yoluna delirdik,0
bu abiden babadan menajer olma olayını hiç sevmedim sevemicem gibi,0
madem sevmiyorsun sahip cık gözlerinedönup dolaşıp degmesin gözlerime,0
cehennem ateşi ne amk! bunlar iyice insanlıktan çıktılar!,1
oy verecek parti kalmadı farkında mısınız?,0
"diger insanlar ilgini cekmiyor ama yalnızlıktan nefret ediyorsun,leyla ile mecnun",0
"arada bir tepkili ama sessizce seyretmek gerek , şimdi telefonu kapat ve sahneye bak , sahnede dansöz var sen tweet atıyorsun:)))",0
iş adamı ayakkabısı yaz hadi çekinme ehehehe,0
yine bok gibi gündem insanın dev bir atom bombasına dönüşüp ülkeyi patlatası geliyor,1
kabiliyetli bir insanın arkasında her zaman kabiliyetli başka insanlar vardır,0
bugün kolejliler izmirde buluşmayacak miydi yaa :(,0
savunmak için de mi belli bir görünüş arıyorsun yoksamdmfmfk,0
vuralım sahile deli dalga gibi..,0
letgo’dan 1000 liralık bir satış yapacağım umarım sahte para vermezler amin,0
"için ilk aşama tamam.şimdi ikinci destek gönüllerdeki genel başkanın rahat ve tek ses,tek yürek çalışabilmesi için ydk ve pm listelerini blok olarak kendi ekibinden çıkarabilmesinde. kadro hareketi için bu çok önemli !",0
"yobazlık değil ama, denenmiş ve kötü anılar bırakan kişi lütfen evinde otursun. çiller zamanından biliriz onu.",0
"sana bir bela lazim senden beter , ardından kuyunu kazan lazim artık yeter .",1
"bankada mesainin son saatlerini ‘geçer geçer daha öncekiler gibi bu da geçer’ şarkı sözleriyle idare ediyorum, halim harap",0
bilemedim yani bu tez'den erkekler e iyilik olmaz sonucu çıktı galiba,0
herkesten vazgeçip kendini sadece yabancı dizi izlemeye adamak seni seviyorum.,0
"hayatımda ilk kez tayyip erdoğan'ın bir konuşmasını ciddi ciddi, acaba sız beğendim, bunu da yaşamak varmış :)",0
"kendine hayrı olmayan kimsenin, başkasına hayrı olmaz. imâm-ı mâlik “rahmetullahi aleyh”",0
"vicdanı olmayaniyiligi bilmeyen bir insan acı da cekemez,",0
sinif hocamiz velilerden biriyle karisini aldatiyordu kimse ortaokul hayatinin aksiyonunu benimkiyle karsilastiramaz,0
aynen öyle.. bu dava burada bitmez!,0
kelimelikte seni her türlü yerim.,0
"başarısızlık bizim sistemimizde, kitabımızda yer almıyor... cb",0
bu ağlama olayı nefes almak gibi bişey oldu bende muğdat ın golüne agladim lan,0
gerizekali misin sen ya.. iki gundur bos konusuk! yazilanlarin neresinden aciya sevindi izleni mi cikardin.. defol git yazma sayfama!!!,1
dünya kupası olduğu için herkese katalog ürünleri satılmakta. ekstra çalışma yapılmıyor...,0
şık bir fotoğraf olmamış. ama yine de art niyet aranmasına gerek yok bence.,0
ötekileştirmeden ayrıştırmadan birlikte yaşamak için,0
30 yaşında ne yapacağım orda vatan için canımız feda ama düzenimizi bozmayın boş yere izmarit toplucaz bu yaşta. bırakın işimize gücümüze bakalım,0
zeka göstergesi harika bir hareket ‍,0
arkadaşınız tarafından kullanıldığınızı hissederseniz tepkiniz nasıl olur ?,0
boş konuşuyorsunuz icraat yok sizde,1
başka bir sehirde istediğin kişiyle her şeye sıfırdan başlama isteği duası e n t e r,0
"seni kıskanıyorsamsana bagırıyorsamseni kısıtlamışsamsana hesap soruyorsamseni sahiplenmişsem demek ki seni cok sevmişim,",1
tabi yakabilsen yakmak isteyen çok var,0
bundan sonra iyi gün taraftarı olacam bu sene ne bok yaparsa yapsınlar,1
bıktım ben bu ülkedeki cahil sürüsü adına utanç duymaktan. bunları karantinaya alacaksın başka türlüsü çözüm değil.,1
ınsanlar islam uzerine yaratilmislar ama bu munafik olmus seytanin oglu olmus,1
biz erkeklerin ustunu cikardiktan sonra surekli memeleriyle oynamasi,1
"neler yaptığınızı, hatta bir resimle kimleri ipten, uçurumun kenarından aldığınızı sizi takip eden, aklını kullanan takipçileriniz biliyor, allah şahit biz şahidiz.",0
"yuksek sesle kahkaha atan insanlar ruhsal olarak asabidirler,",0
"bugün otobusteyim eve geliyorum ,otobüse binince gözlem yapanlardanim ,bugünkü gozlemimde bir çocuk vardı çocuk okula gitmiyor yaşı 7 falan elinde bi paket üzeri toz sekerli askerlerden vardı .çocuk yemeden önce annesine dedi ki anne açayım mi paketi ? kadın hiç ilgilenmedi +",0
sürekli düşünmek berbat bir şeydir.hele ki çözümü sizi imkansızlığa sürüklüyorsa.,0
işte ben de onu diyorum.madem en yakınındakiler bile istemiyordu neden destek oldular da en yüksek seviyeye gelebildi?mhp dizayn edilen partilerden biri idiyse küresellerce istenilmeyen rte'ye neden destek oldu?,0
haydi beyler tek 100 saati 200 kondom isteğe bağlı ister kendi yerimde ister sizin yerinizde görüşebiliriz otel ve apartlara geliyorum 0115 381 97 79 not: ödemeler elden,1
hep ulaşlı iconla takılmak olmazzz arada bir irem’i de iconlamak lazım küşmeşinnn,0
"tekfirci arkadaş, ailesi dahil çevresindeki herkesi tekfir etmiş. tekfir edecek kimse kalmayınca, o hızla en son kendini tekfir edip müşrik ilan etmiş",1
butun eda ece fanları beni takip etsinnnn,0
bu saatte kısır yapıp yiyen kızım kimse bana az yiyosun demesin,0
kendimle beraber takılıyoruz yağmur yağarken sigara içiyoruz kendim iyi birisi.,0
bir kez olsun aynı şeyleri hissetmeyi başarabilen iki insan birbirini hep anlayacaktır,0
yaşanması gerekenlerin yazılmıştır vakti zamanı ben elimden geleni yapıyorum geriye kalan takdiri ilahi,0
"cok pis sevesim var, böyle kokusuelime yüzüme bulaşsın istiyorum,",0
"günaydın. her işin yolunda gittiği, zararsız, felaketsiz bir gün dilerim.",0
“teşekkür ediyorum” kick boks antrenörlük kursunda eğitimci olarak şahsımı göreve layık gören türkiye kick boks federasyonu başkanı syn; ‘ya teşekkür ediyorum sefer güneş milli takımlar antrenörü,0
"şu hayatta futboldan başka aktiviteler de konuşulmalıydı; politikadan ziyade bilim, edebiyat konuşulmalıydı. popüler olandan yana olmayanlar hep çemberin dışında kalmamalıydı.",0
"ve kitaptaki insanları sokaktakilerden daha cok sevdim,",0
abi vatsap grubundan bahsediliyor dimi? bu iblis kokonun olduğu yerde kaos olur huzur olmaz.,1
günaydın canım nasılsın açtınmı marketi,0
insanlardan nefret etmiyorum ama onlar etrafimda olmadiginda kendimi daha iyi hissediyorum,0
bu dediğini sen ve senin gibiler dışında büyük çoğunluk düşünmüyor malsef. ülke şuan yağmalanıyor hemde türk olduğunu iddaa edenler tarafından.,1
niye bu aralar oturduğum her cafe vb yerde canlı müzikten slow şarkıya geçiliyor hedef ben miyim yani nedir,0
yaşamak icin nefes alıp veririz ama ne yazık kiher nefes alış verişbizi ölume biraz daha yaklaştırır,0
sezen aksu parçaları beni her zaman dinlendirmiştir.,0
"yunanistan konusunda niye bu kadar olay büyütüldü? evet 99 depreminde dayan komşu diye manşet atılmıştır, yardım göndermişlerdir. aynısı şuan türkiye’den de yapılıyor. nasıl ki 99’da yunanistan’da çürük elmalar varsa şimdi de türkiye’de çıkabilir",0
en kutsal gün. gözlerimi açmayı sevdiğim en güzel gün,0
"dünyanın en güzel cümlesi; anamın ""yagmur yagiyor oğlum sen bu yat, dinlen, bahçeye gelme"" demesi yok mu",0
eski nesil nasıl da biliyor,0
topunuz gelin amk ikinizide üst üste koyup...,1
esenlerde oturuyorum alışığım bişey olmaz skskssk suriyeli dolu amk,1
arkadaşlar öncelikle şunu söyleyebilirim. burçlar tamamen yalan. amma illaki inanacaksaniz suna inanın erkekler daha tehlikeli olur. çünkü vicdan kadınlara atfedilen mükemmel birşeydir. erkeklerde bu çok azında var. keşke erkeklerde anaç olsaydilar.hemcinslerimden tiksiniyorum.,1
"yazıklar olsun size. sizin bu kadar koltuk sevdalısı, adaletten yoksun, hak hukuk gözetmeyen ve hatta halkın sesine kulak tıkayan , tek adamlığa karşı olduğunu söyleyip parti içinde tek adamdan farklı davranmayan sizlere oy verdim. ellerim kırılsaydıda chp’ ye oy vermeseydim.",1
couplecılar defolmuyo hep burada olucak hadi kudurun:dddddddd,1
kuzenim gelip sürekli telefonda naptığıma bakıyo en sonunda herkesin içinde sevgilinle mi konuşuyon diye bağırdı mal bu çocuk,1
sana göre değil miymiş bu düzen,0
bazı şeyler söylenmeden guzeldiresaretin bedeli,0
"kötü birşey değil elbette ancak bir sadaka türü insanları sadakaya mahkum etmektense iş, meslek sahibi yapabilsek keşke",0
bursa uludağ üniversitesi'ndeki fatma alasağ için 0 (+) kana ihtiyaç var. neva alasağ-08169478403,0
3. mustafa islamoğlu ve akabe camiası bunları bilmiyor mu? bal gibi de biliyor. fakat onlar işin rantında...hadis ve sünneti ne kadar itibarsızlaştırırlarsa kendi heva ve heveslerinden uydurdukları mealleri ve kitapları o kadar iyi satabilecekler.,1
bu aşağlıklar neden herseferinde yalakalık için ahlak dersi vermeye kalkıyor ki atın çöpe gitsin boş konuşuyorlar.,1
"he öyle dedin de çıktı. hala dalga geçer gibi kalkıp yazmışsın oraya ben dedim de tuttu diye. sen cok şeyler dedin kuş , baya da veballer almışsındır eminim. noldu ücret konusunda ve gün konusunda suan ki sonucu demiyordun. onlara sesin çıkmaz oldu şimdi.",0
"atışıya bu şey degilmi, allah in dinini hice sayip hristyan olan, soyunarak mankenlik yapip sonradan da din kitaptan bahseden ebu cehilin tohumu",1
kertenkeleliğinizden dolayı denize giremiyoruz az insan olmayı öğrenin artık yeter,1
"kızlarkendilerini guldurenyakışıklızenginatletik vucudu olanevlenince kayınvalide derdi olmayacak erkeklerden hoşlanır bayım bu gidişleriniz beni şairsizi şiir yapacak, cuma ögrenci icin mutluluk demektir,",0
ateş yok sıcaklık yok ellerinde ben yanarım aşkın sağolsun ..,0
"ey yaratıcı rabbim! senden özgürlük, bilgi, uygarlık, adalet ve şeref istiyoruz. bize bunları bağışla! çünkü çok muhtacız ve her zamandan daha dertliyiz ve alçaklık, esaret ve cehaletin kurbanı olmuşuz. ali şeriati",0
"anan’da kelepçeli rehin ondan böyle diyorsun,oda işini yapıyor be rubin, senin gibi israflara sebeb olsada işini yapıyor kadın öyle düşün birazda",0
bu yaz bi farklı sanki,0
annebeş kişi icin yalnızca dört dilim pasta oldugunu fark ettigi andapastadan nefret ettigini duyuran ilk kişidir,0
"mutluluk sadece paylaşıldıgında gercektir,ınto the wild",0
artık etmek yemeyiz bizde yeah,0
wp da mesajlari siliyolar ve ben okumus oluyorum ya hazine bulmus gibi mutlu oluyorum ov yeah,0
"‘başvurusu onaylanmış bütün ücretli öğretmenlerin mağduriyetini sonlandırıp atıyoruz’diye bir son dakika haberi geçse,bizlerde ‘hayaldi gerçek oldu’deyip sevinsek sevinsek sevinseekk",0
"abi ömer bey bile dedi bu başka agresif diye, benim kızım ne derse o oluyor, buldu benim gibi saftiriği :)",0
ebeveyn kelimesi evebeyn olduğunu zanneden ve iddia eden mallar var bitiyorum. bunun tartışmasını haklıymış gibi yaparlar bir de. zaaa,1
yaz kış farketmiyor biz hep sıkılıyoruz,0
biraz daha zam yapmaları durumunda şeytanlar bile ağlayacak.,0
tamam allah kimseyi kimseye muhtaç etmesin de sen bana bi yalvar yaa,0
belki ben de sana borçlanmak istiy...............,0
seninki maçoluğu sevmek değil körü körüne aptal gibi itaat etmek düşünce sistemine anlam verebilmiş değilim gerçekten,1
işgalci israil diye tag açılmış... ya filistin işgalciyse?,0
kanlı ay tutulması için elektirikleri keseceğiz derken ciddiymissin ben şaka sanmıştım,0
ışıl alben nereye gidiyosun ya,0
bi insana yüklediğin anlamların altında kalmak,0
ahhh deniz gergin darmadagın yine sahil,0
normal topu tutsun önce it,1
"ay tutulmadan evvel gökyüzünde o kadar net parlıyordu ki tüm gözler ona kayıyordu, şuan o kadar kara ki gözüm hemen altındaki turuncu yıldıza gidiyor. işte bu kadar basit !",0
çekirdek çitleyen gerçekten çekirdek mi çitliyo dişiyle odun mu kırıyo jfkckckc,0
"şuan klüpsüz. gelirse çok büyük transfer olur, umarım gelir. tahmini kolay ama isim vermiyeyim fav azalmasın",0
"bugün benim için tam anlamıyla kanlı ay oldu. reglin ilk günü, neden bu kadar kanamak zorundayım?",0
balkonda şöyle yakışıklı bi fotoğrafini cekicektim,0
cuma mesajları almasaydım güzel gündü aslında,0
iki taraf için de geçerli,0
bir arkadaşımla konuştum diyor ki duygusuz olma sebebim eskiden her şeyi düşünüp kafa yormam,0
"""göstere göstere bilediğin bıçak bir gün elini kesecek."" diyor gülten akın. boğazına dayanması temennisindeyim.",1
derdini paylaştığın kişinin zamanda en büyük derdin oluşu.,0
"yine harikasın kardeşim ,nazar boncuğu takkmalısın",0
yakami biraksan diyorum artik he ne dersin,0
bebeğim parayı sorun etme bende de yok,0
beşir fuat seni seviyorum bebeğim,0
kimdir onlar abla hemen şikayet edelim,0
highlight ın lightstickini akp şeyine benzetmeyi kesin aq ben ilk gördüğümde gayet beğenmiştim soğudum amk almak istiyordum ben onu neyse zaten türkiyede ne zaman nerde sallıycam,1
ya aktif kimse yok mu amk biri beni silksin,1
"duygusal yogunlukta olan insanlar daha cabuk sarhoş olurlar,",0
"bu mahkumatları bir kısmınız hafife alıyor ama şunu bilin,çocuğa tecavüz eden, ketçapdan şehvet duyan,etek giydi diye kadina saldıran,hamile kadın sokağa çıkamaz diyen hepsi aynı psikolojiye sahip",0
sende böyle dedin ya tam inandım şimdi erdoğan doğr yolda,0
yan etkileri akşam karpuz keserken el kesmek sabah otoparkta arabanın tamponunu çizdirmek neyse ufak tefek çizikler,0
"yıl olmuş 2018! telefondan sevdiğinin sesini duyabiliyor ,onunla görüntülü konuşabiliyorsun ama kokusunu doya doya içene çekemiyorsun!",0
"her bireyin tercihi ve oy hakkı kıymetlidir, eşit ve adil şartlarda kullanabiliyorsa. böyle bir ortam mı var ki çıkan sonuç meşru kabul edilsin? ok?...",0
"merhaba, konu ile ilgili sizinle iletişime geçebilmemiz için irtibat numaranızı dm ile bizimle paylaşır mısınız?",0
ya rabbim bizi görünür ve görünmez bütün belâlardan muhafaza eyle ve bizi ahirzamanın dehşetli fitnelerinden koru. amin..,0
ınanılmaz sinirli uyandım güne puanım -9282727,0
mayk vallahi benim için çok uzun vakit geçmez darlanırım ben orada :(((,0
"48 f 3848 plakalı insan yapımı aracı kullanan bir yaratık, bir canlıyı katletmeye çalıştı. tepkilere yönelik gözaltına aldılar ve 225 tl cezayla saldılar. o yaratık yine aramızda. cezasını peşin versem, o yaratığı aynı şekilde süründürebilir miyim?",1
emre bol sana soruyorum senin acina gore ayew acaba futbolcumudur merak ediyorum?,0
"anlattığı gençlik savunduğu ideolojinin gençliği. bizim gençlerimiz değil. bizim gençlerimiz gelecek endişesi taşıyor, kendilerini geliştirmek için uğraşıyor, vatanına ve milletine yararlı evlatlar olmaya çalışıyorlar.",0
burada beyni olan ön plandadır.,0
yine kirli tivitlerim gözlerimin önüne seriliyor,0
"""ayıptır söylemesi..."" veya ""zahmet olcak ama..."" diye başlayan cümlelerden nefret ediyorum. ayıp olcaksa söyleme kardeşim allah allah.",0
herkes sormuş hadi bende sorayım sizce benim nct bias'ım kimdir?,0
bu akşam dört bir taraf cok sıkıcı olacaknerden mi biliyorum??nagehan yokmuş),0
eskiden 4 dandik makale ile doçent olup doçentlik yetisi olmayanlar için bir çalışma var mı? yok! şuan prof olup dil bilmeyenler için birşey var mı? yok! o zaman şimdi neden bu yetersiz insanlar jüri olup yeni doçent adaylarının yolunu kapatıyor?,1
hayat kısa.. seni üzen neyse kısa kess...,0
böyle bişi olsa ne güzel olur reyting 2 ye bölünür oh mis sonra final olur bizde ikisini ayrı ayrı görmek zorunda kalmayiz off tamam saçmalıyorum ama kaldiramiyorun ikisini ayrı ayrı görmeyi bee,0
geri takip etmeni beklıyoz ailecek,0
telefonumun ekranı paramparça oldu moraller down,0
murat'ın aklının hilmi'de olmadığına yemin edebilir misin et bakim,0
ömründe bir kerede olsa güzel bir aşk yaşamalısın ki ömrüne ömür katsın gittiğinde o kattığı ömürleri geri alacak çünkü.,0
fjjfjfj biraz daha ürkünç olsun diye tırnakları uzun yapmışlar,0
hangi orospu çoçuğu benim twitter hesabımı ele geçirmeye çalışıyor? iki gündür hesabım donduruluyor! her kimsen s*ktir git! benim mütevazı hesabımdan ne istiyorsun soysuz puşt! benim gibi bir hanımefendiye küfrettirdin aq!,1
"görüntüleri izledim, çok üzüldüm, ne hale geldik böyle?",0
migros: çok büyüğüm ne ararsan var. a101: her yerde satış yapıyorum ülkenin en büyük market zinciriyim. bim : gardaşım bir şeye ihtiyacın var mı gardaşım...,0
hele diyorum elim neden sigara kokmaya başladı şu an babamın telefonundan giriyorum tw ye,0
bence bize bir sürpriz hazırlıyosunuz sayın bakanım gibi. ‍,0
gs tv neden şifreli? hani başkan demişti şifresiz olacak,0
"başlıyacam şimdi hazırlık, dostluk maçına çıkın gelin.bu nedir abi ya lig başlamadan sakatlayacaklar",0
ser xweh û biratiyê û harbe gelekî gelekî xweş e û teqez mirov digrî. yazar savaşta kardeşiyle hayatta kalmak için savaşmış ama kıtlık olduğu için yemek bulunca o yiyormuš kizkardesi de ölmüş. tamamen vicdan azabından ötürü bu hikayeyi kaleme almış. filmin sonunda da..neyse izle,0
elini yüzünü yıkamıyon ama işin de hep rast gidiyor cazgır.,0
ben dediydim pancar yapmayı öğren yoksa evde kalacan ajsjsks,0
yarın erken kalmam lazım kusura bakma ben uyuyorum iyi geceler,0
niye acele ediyo ki sırası gelince zaten o da ölecek,0
babamlar 7 kardeş ve en sakinleri babam söyliceklerim bu kadar,0
herkes kendi branşında derse girsin ücretli olmayalım atanmış olalım.,0
size tavsiyem bir an önce bir strateji bulunuz. bu sinyalleri sadece biz bulmadık bu sinyaller hepimiz için var.. mesela destek noktası sizin için ne ise benim için de odur. sadece belirli eğitim gerekiyor ama belirli eğitim dediğimiz ise size sürekli kazandıran sistem oluşturur,0
adam yalan makinası olmuş utanmasa bi kızı gölgesiyle bile aldatacak ama doğruluk kelimesini kullanıyor.allah aşkına bi kaybol şu hayattan,1
bazı yeni şeyler canımı çok yakıyor ... zorunlu tutulan her şeyin canı cehenneme !,0
listede ama listede değil. kendinizi haklı çıkarmakta hep mahirsiniz zaten! vicdan yahu azıcık vicdan!,1
evin çok yakınında 7/24 açık olan mc donalds olması >>>>>>>>>>,0
arkadasım tuvalete gıtmeye usendıgı ıcın altına işemiş allah akıl versin,0
adam sanatını icra ederken havayı ısırıyor öyle amcı herif,1
teşekkürler sizin de mutlu gününüz olsun,0
konya tt olmuş bi bakıyım dedim eskortlar yapmış ya sımdföldlsldo,0
x’li şanslı kişi benim galiba,0
canım kuzenim suçlu bile olsam hep bana hak veriyor. zorda kalmasam yapmazdım aynen,0
"ne yazık ki günümüzde ""bizden"" olana ses çılarmıyorken ""ötekilere"" demediğini bırakmıyor.. ama siyasal islamcılar açık ara önde bu işte..",1
sırasız şekilde fed tamer namlı mms,0
"doktora saldırı da bir sıkıntı, çileden çıkmış doktora saldırı girişiminde bulunan yaşlı başlı adamı ters kelepçeyle gaza boğmak da sıkıntı. sorunu sistemde aramak daha doğru yol bence.",0
retro kim taehyung'un işine gelir diyenlerrrrr,0
"yani olay ‘sabir, taktikli planlama ve olumune mucadele felsefesiyle sansini denemekten’ ibaret. olecekse de en azindan korkakca olmemis olur:))",0
vuuaaayyyy bubağğğııınnnn dost acı söyler diyon ha,0
"buzulların tümü eridiğinde danimarka, hollanda ve belçika'nın tüm toprakları sular altında kalacak. özellikle kuzey avrupa'yı etkileyecek olan afetin, türkiye'nin de kıyı şeridininin sular altında kalmasına neden olacağı öngörülüyor.",0
konuyu değiştiriyorsun herkes hapse atılmıyor(keşke atılsa). üst tarafta kurtulanların ve sebep olanların allah belasını versin. ama bu alt tabakadaki malların düştüğü durumdan ayrıdır. en azından alttaki mallar halledildi. buna da yetmez diyeceğiz ama keyifleneceğiz.,1
hangi oyunun karakteri bu arkadaşlar,0
